,Week,Genre,Play Share,Total Plays
390,2006-04-02 12:00:00,folk,0.057692307692307696,260
391,2006-04-02 12:00:00,Electronic,0.011538461538461539,260
392,2006-04-02 12:00:00,Indie,0.007692307692307693,260
393,2006-04-02 12:00:00,Hip Hop,0.007692307692307693,260
394,2006-04-02 12:00:00,Pop,0.011538461538461539,260
395,2006-04-02 12:00:00,Classical,0.007692307692307693,260
396,2006-04-09 12:00:00,Rock,0.4721030042918455,233
397,2006-04-09 12:00:00,other,0.20600858369098712,233
398,2006-04-09 12:00:00,Indie,0.06437768240343347,233
399,2006-04-09 12:00:00,Jazz,0.15450643776824036,233
400,2006-04-09 12:00:00,Metal,0.05150214592274678,233
401,2006-04-09 12:00:00,folk,0.012875536480686695,233
402,2006-04-09 12:00:00,Pop,0.017167381974248927,233
403,2006-04-09 12:00:00,Electronic,0.012875536480686695,233
404,2006-04-09 12:00:00,Classical,0.004291845493562232,233
405,2006-04-09 12:00:00,Hip Hop,0.004291845493562232,233
406,2006-04-16 12:00:00,other,0.3402061855670103,97
407,2006-04-16 12:00:00,Rock,0.4020618556701031,97
408,2006-04-16 12:00:00,Jazz,0.12371134020618557,97
409,2006-04-16 12:00:00,Hip Hop,0.1134020618556701,97
410,2006-04-16 12:00:00,folk,0.020618556701030927,97
411,2006-04-23 12:00:00,Jazz,0.4155844155844156,77
412,2006-04-23 12:00:00,Rock,0.24675324675324675,77
413,2006-04-23 12:00:00,folk,0.09090909090909091,77
414,2006-04-23 12:00:00,other,0.09090909090909091,77
415,2006-04-23 12:00:00,Metal,0.07792207792207792,77
416,2006-04-23 12:00:00,Indie,0.012987012987012988,77
417,2006-04-23 12:00:00,Classical,0.025974025974025976,77
418,2006-04-23 12:00:00,Electronic,0.03896103896103896,77
419,2006-04-30 12:00:00,Jazz,0.30303030303030304,33
420,2006-04-30 12:00:00,Rock,0.36363636363636365,33
421,2006-04-30 12:00:00,Hip Hop,0.15151515151515152,33
422,2006-04-30 12:00:00,other,0.15151515151515152,33
423,2006-04-30 12:00:00,Metal,0.030303030303030304,33
424,2006-05-07 12:00:00,Rock,0.3669724770642202,436
425,2006-05-07 12:00:00,Jazz,0.24770642201834864,436
426,2006-05-07 12:00:00,other,0.20871559633027523,436
427,2006-05-07 12:00:00,Metal,0.05733944954128441,436
428,2006-05-07 12:00:00,Classical,0.0481651376146789,436
429,2006-05-07 12:00:00,folk,0.034403669724770644,436
430,2006-05-07 12:00:00,Indie,0.013761467889908258,436
431,2006-05-07 12:00:00,Electronic,0.011467889908256881,436
432,2006-05-07 12:00:00,Hip Hop,0.009174311926605505,436
433,2006-05-07 12:00:00,Pop,0.0022935779816513763,436
434,2006-05-14 12:00:00,Rock,0.67,200
435,2006-05-14 12:00:00,other,0.16,200
436,2006-05-14 12:00:00,Jazz,0.085,200
437,2006-05-14 12:00:00,Hip Hop,0.045,200
438,2006-05-14 12:00:00,Metal,0.02,200
439,2006-05-14 12:00:00,Classical,0.01,200
440,2006-05-14 12:00:00,folk,0.01,200
441,2006-05-21 12:00:00,Rock,0.5206611570247934,242
442,2006-05-21 12:00:00,other,0.16942148760330578,242
443,2006-05-21 12:00:00,Metal,0.16942148760330578,242
444,2006-05-21 12:00:00,Jazz,0.11570247933884298,242
445,2006-05-21 12:00:00,folk,0.01652892561983471,242
446,2006-05-21 12:00:00,Indie,0.008264462809917356,242
447,2006-05-28 12:00:00,Rock,0.4787234042553192,94
448,2006-05-28 12:00:00,other,0.46808510638297873,94
449,2006-05-28 12:00:00,Jazz,0.05319148936170213,94
450,2006-06-04 12:00:00,Rock,0.5837837837837838,185
451,2006-06-04 12:00:00,Pop,0.08648648648648649,185
452,2006-06-04 12:00:00,other,0.17297297297297298,185
453,2006-06-04 12:00:00,Jazz,0.15675675675675677,185
454,2006-06-11 12:00:00,Rock,0.5826446280991735,242
455,2006-06-11 12:00:00,other,0.2231404958677686,242
456,2006-06-11 12:00:00,Jazz,0.11983471074380166,242
457,2006-06-11 12:00:00,Metal,0.0371900826446281,242
458,2006-06-11 12:00:00,Pop,0.03305785123966942,242
459,2006-06-11 12:00:00,Hip Hop,0.004132231404958678,242
